chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,cap,harmonics_considered,ground_truth_type
CAug,0.2859489618637666,Method C,Triads,All r_bounds Considered,,11,Triad Ranking Order
CM,0.2722809754307084,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Cm,0.2722809754307084,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
FM2nd,0.1340699779529186,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
G#M1st,0.2615792250693953,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Csus2,0.1479708021861214,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Csus4,0.1479708021861214,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Fm2nd,0.2615792250693953,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Adim1st,0.7877256033170502,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Am1st,0.1340699779529186,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
F#dim2nd,0.7877256033170502,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
CAug,0.4070474620679295,Method C,Triads,All r_bounds Considered,,12,Triad Ranking Order
CM,0.2459815316068455,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Cm,0.2459815316068455,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
FM2nd,0.0459062716868259,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
G#M1st,0.188928820770278,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Csus2,0.1667365016318624,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Csus4,0.1667365016318624,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Fm2nd,0.188928820770278,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Adim1st,0.7327265507440235,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Am1st,0.0459062716868259,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
F#dim2nd,0.7327265507440235,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
CAug,0.3388813399690421,Method C,Triads,All r_bounds Considered,,13,Triad Ranking Order
CM,0.2722211268531285,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Cm,0.2722211268531285,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
FM2nd,0.1029402375172018,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
G#M1st,0.1581368710625396,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Csus2,0.2800890065628249,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Csus4,0.2800890065628249,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Fm2nd,0.1581368710625396,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Adim1st,0.7478702183938347,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Am1st,0.1029402375172018,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
F#dim2nd,0.7478702183938347,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
CAug,0.3954662355924226,Method C,Triads,All r_bounds Considered,,14,Triad Ranking Order
CM,0.1584765538503474,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Cm,0.1584765538503474,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
FM2nd,0.0,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Fsus42nd,0.0327418383173628,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
G#M1st,0.1637339724213536,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Csus2,0.2390844440244267,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Csus4,0.2390844440244267,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Fm2nd,0.1637339724213536,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Adim1st,0.6562518768928279,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Am1st,0.0,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
F#dim2nd,0.6562518768928279,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
CAug,0.2747623778282477,Method C,Triads,All r_bounds Considered,,15,Triad Ranking Order
CM,0.2625037616151478,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Cm,0.2625037616151478,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
FM2nd,0.1037466680276572,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
G#M1st,0.1831313353743171,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Csus2,0.2961133830567245,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Csus4,0.2961133830567245,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Fm2nd,0.1831313353743171,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Adim1st,0.7209045672949009,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Am1st,0.1037466680276572,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
F#dim2nd,0.7209045672949009,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
CAug,0.336934851910607,Method C,Triads,All r_bounds Considered,,16,Triad Ranking Order
CM,0.3082774411639188,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Cm,0.3082774411639188,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
FM2nd,0.0942770034037999,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
G#M1st,0.1807886751730369,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Csus2,0.3192946243871373,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Csus4,0.3192946243871373,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Fm2nd,0.1807886751730369,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Adim1st,0.6549886772502028,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Am1st,0.0942770034037999,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
F#dim2nd,0.6549886772502028,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
CAug,0.3766934427504192,Method C,Triads,All r_bounds Considered,,17,Triad Ranking Order
CM,0.3402759769063824,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Cm,0.3402759769063824,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
FM2nd,0.1408350412592937,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
G#M1st,0.2524719491485861,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Csus2,0.3137529981209424,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Csus4,0.3137529981209424,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Fm2nd,0.2524719491485861,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Adim1st,0.6432364870108678,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Am1st,0.1408350412592937,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
F#dim2nd,0.6432364870108678,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
CAug,0.4875873495608829,Method C,Triads,All r_bounds Considered,,18,Triad Ranking Order
CM,0.3307203568654109,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Cm,0.3307203568654109,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
FM2nd,0.1475179661080711,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
G#M1st,0.1778438986915,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Csus2,0.3295577048103182,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Csus4,0.3295577048103182,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Fm2nd,0.1778438986915,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Adim1st,0.6635295248438134,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Am1st,0.1475179661080711,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
F#dim2nd,0.6635295248438134,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
CAug,0.3826447980741525,Method C,Triads,All r_bounds Considered,,19,Triad Ranking Order
CM,0.2976376422274562,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Cm,0.2976376422274562,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
FM2nd,0.0417319246100137,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
G#M1st,0.2025489932950819,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Csus2,0.2965860339660716,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Csus4,0.2965860339660716,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Fm2nd,0.2025489932950819,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Adim1st,0.5641716277924966,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Am1st,0.0417319246100137,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
F#dim2nd,0.5641716277924966,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
CAug,0.3553119708387706,Method C,Triads,All r_bounds Considered,,20,Triad Ranking Order
CM,0.3524890371549051,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Cm,0.3524890371549051,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
FM2nd,0.1255309113641438,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
G#M1st,0.2504557048833344,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Csus2,0.3418883807849087,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Csus4,0.3418883807849087,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Fm2nd,0.2504557048833344,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Adim1st,0.611586456703236,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Am1st,0.1255309113641438,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
F#dim2nd,0.611586456703236,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
CAug,0.3856474443280159,Method C,Triads,All r_bounds Considered,,21,Triad Ranking Order
CM,0.390342771267729,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Cm,0.390342771267729,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
FM2nd,0.1306629186802998,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
G#M1st,0.2708441759275332,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Csus2,0.353042257883519,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Csus4,0.353042257883519,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Fm2nd,0.2708441759275332,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Adim1st,0.5885815379127608,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Am1st,0.1306629186802998,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
F#dim2nd,0.5885815379127608,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
CAug,0.3992712332218514,Method C,Triads,All r_bounds Considered,,22,Triad Ranking Order
CM,0.4072076159194753,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Cm,0.4072076159194753,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
FM2nd,0.1311037128808043,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
G#M1st,0.3176702473508609,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Csus2,0.3683617956764998,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Csus4,0.3683617956764998,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Fm2nd,0.3176702473508609,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Adim1st,0.5838575391823255,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Am1st,0.1311037128808043,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
F#dim2nd,0.5838575391823255,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
CAug,0.4138028318731327,Method C,Triads,All r_bounds Considered,,23,Triad Ranking Order
CM,0.4378637875196112,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Cm,0.4378637875196112,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
FM2nd,0.1404811537568109,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
G#M1st,0.3429514234679424,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Csus2,0.3759156861203968,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Csus4,0.3759156861203968,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Fm2nd,0.3429514234679424,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Adim1st,0.5781138311074896,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Am1st,0.1404811537568109,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
F#dim2nd,0.5781138311074896,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
CAug,0.4000742218266298,Method C,Triads,All r_bounds Considered,,24,Triad Ranking Order
CM,0.4640145640549009,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Cm,0.4640145640549009,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
FM2nd,0.1609945841316649,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
G#M1st,0.3464412174490358,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Csus2,0.3642959744229505,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Csus4,0.3642959744229505,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Fm2nd,0.3464412174490358,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Adim1st,0.562679953162037,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Am1st,0.1609945841316649,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
F#dim2nd,0.562679953162037,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
CAug,0.3968532823538352,Method C,Triads,All r_bounds Considered,,25,Triad Ranking Order
CM,0.4794515188512134,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Cm,0.4794515188512134,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
FM2nd,0.1841116809398967,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
G#M1st,0.3187829749428272,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Csus2,0.3774759157691322,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Csus4,0.3774759157691322,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Fm2nd,0.3187829749428272,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Adim1st,0.5750908896077576,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Am1st,0.1841116809398967,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
F#dim2nd,0.5750908896077576,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
CAug,0.4166547973011001,Method C,Triads,All r_bounds Considered,,26,Triad Ranking Order
CM,0.4896488570893553,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Cm,0.4896488570893553,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
FM2nd,0.1793916171169518,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
G#M1st,0.3280816047201265,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Csus2,0.3832773952388353,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Csus4,0.3832773952388353,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Fm2nd,0.3280816047201265,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Adim1st,0.5519993515346919,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Am1st,0.1793916171169518,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
F#dim2nd,0.5519993515346919,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
CAug,0.3927846062799467,Method C,Triads,All r_bounds Considered,,27,Triad Ranking Order
CM,0.4964423719789959,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Cm,0.4964423719789959,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
FM2nd,0.1770334407335732,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
G#M1st,0.3305591844755249,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Csus2,0.4104992076101221,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Csus4,0.4104992076101221,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Fm2nd,0.3305591844755249,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Adim1st,0.5440894719658556,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Am1st,0.1770334407335732,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
F#dim2nd,0.5440894719658556,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
CAug,0.3634242581681979,Method C,Triads,All r_bounds Considered,,28,Triad Ranking Order
CM,0.4986234055885957,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Cm,0.4986234055885957,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
FM2nd,0.1693405602247032,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
G#M1st,0.3339249692764902,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Csus2,0.4124278599363125,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Csus4,0.4124278599363125,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Fm2nd,0.3339249692764902,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Adim1st,0.5071316017413511,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Am1st,0.1693405602247032,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
F#dim2nd,0.5071316017413511,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
CAug,0.3663354876545588,Method C,Triads,All r_bounds Considered,,29,Triad Ranking Order
CM,0.4997625974553726,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Cm,0.4997625974553726,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
FM2nd,0.1596211737196022,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
G#M1st,0.3323117966482681,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Csus2,0.4171909151121028,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Csus4,0.4171909151121028,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Fm2nd,0.3323117966482681,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Adim1st,0.4809912265215894,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Am1st,0.1596211737196022,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
F#dim2nd,0.4809912265215894,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
CAug,0.3800888715200416,Method C,Triads,All r_bounds Considered,,30,Triad Ranking Order
CM,0.5173801921271746,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Cm,0.5173801921271746,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
FM2nd,0.1654057035076927,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
G#M1st,0.341018848283476,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Csus2,0.4283046947852869,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Csus4,0.4283046947852869,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Fm2nd,0.341018848283476,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Adim1st,0.4483540990102448,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Am1st,0.1654057035076927,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
F#dim2nd,0.4483540990102448,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
CAug,0.3916194227053936,Method C,Triads,All r_bounds Considered,,31,Triad Ranking Order
CM,0.5470458682443816,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Cm,0.5470458682443816,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
FM2nd,0.1672811688586604,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Fsus42nd,0.0,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
G#M1st,0.3592634391692792,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Csus2,0.4888684845756588,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Csus4,0.4888684845756588,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Fm2nd,0.3592634391692792,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Adim1st,0.4388073458332439,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Am1st,0.1672811688586604,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
F#dim2nd,0.4388073458332439,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
Cdim,1.0,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
CAug,0.4139483858717857,Method C,Triads,All r_bounds Considered,,32,Triad Ranking Order
CM,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Cm,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
FM2nd,0.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
G#M1st,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Csus2,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Csus4,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Fm2nd,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Am1st,0.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,2,Triad Ranking Order
CM,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Cm,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
FM2nd,0.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
G#M1st,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Csus2,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Csus4,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Fm2nd,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Am1st,0.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,3,Triad Ranking Order
CM,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Cm,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
FM2nd,0.3333333333333333,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Fsus42nd,0.3333333333333333,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
G#M1st,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Csus2,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Csus4,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Fm2nd,0.6666666666666666,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Am1st,0.3333333333333333,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
Cdim,0.3333333333333333,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,4,Triad Ranking Order
CM,0.5,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
