chord_label,normalized_value,subharmonic_method,clean_subharmonic_method,periods_considered,ground_truth_type,method_focus
Csus2,0.0454992637492247,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.0563939445629794,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.0297504541871489,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0177828934085513,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.0297225647608811,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.0301633995391522,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.0774894374803923,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.0224760647778171,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.0851035212936712,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0659304473111697,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.008999508915068,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.0618808112179169,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.0539468302785579,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.0208296834346433,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0152356466013762,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.028185394576397,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.0158626469982116,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.0750970314947971,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.019940989073859,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,15,Triads - Ranking Order,Delta_t/T_sub focused
CM,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.2874526454727237,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,0.513445943481517,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.3372397267495216,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.1298278548229948,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.395885313053529,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.8451417036440753,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.2852800090320396,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.6930132781965331,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.4954146150183305,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.3903542674882741,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.2184133481844646,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,15,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,15,Triads - Ranking Order,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,15,Triads - Ranking Order,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,15,Triads - Ranking Order,T_sub focused
CM,0.089442404203327,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Cm,0.0703602582383274,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
FM2nd,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.0420372137556353,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
G#M1st,0.0800498872697152,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Csus2,0.0098191542330101,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Csus4,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Fm2nd,0.0410030692466559,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Adim1st,0.0102938850167542,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Am1st,0.0187682770522027,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.0155826948247752,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
Cdim,0.0351510232354238,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
CAug,0.0119931749073056,Smallest_delta_t_and_choose_top_3_delta_t,Method B,16,Triads - Ranking Order,Delta_t focused
CM,0.0709488259309617,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Cm,0.0543379862884974,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
FM2nd,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.0265960899285151,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
G#M1st,0.0613655453950385,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Csus2,0.0423280043325869,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Csus4,0.0393100984449543,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Fm2nd,0.0056805842067302,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Adim1st,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Am1st,0.0131500982243402,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.0013459442222694,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
Cdim,0.0607875220978775,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
CAug,0.0047781405330561,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,16,Triads - Ranking Order,Delta_t focused
CM,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Cm,0.1937713613077788,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
FM2nd,0.9339083915965471,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.3255643206782,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
G#M1st,0.1491724432311621,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Csus2,0.631650539468085,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Csus4,0.397754626836396,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Fm2nd,0.5883453584255071,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Adim1st,0.1073636115765361,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Am1st,0.6254365292630997,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.5873905226333426,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
Cdim,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
CAug,0.8136208127154385,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,16,Triads - Ranking Order,Delta_t focused
CM,0.0709488259309617,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0543379862884974,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.0336793522428623,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0613655453950385,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.0423280043325869,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.0393100984449543,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.0046436628506311,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.0121558373115324,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.0126046533373507,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.0607875220978775,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.0047781405330561,Smallest_ratio_and_choose_top_3_ratio,Method I,16,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.0709488259309617,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0543379862884974,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.0265960899285151,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0613655453950385,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.047366828882015,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.0393100984449543,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.0056805842067302,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.0131500982243402,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.0013459442222694,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.0607875220978775,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.0047781405330561,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,16,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.8825312487964492,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0313973222480377,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,0.8036567315510196,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.1290403084322692,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0059308148358551,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.3251231658989288,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.4194278485994911,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.0993328938086491,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.3324500433046008,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.2286783474418377,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.273214973570438,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,16,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,16,Triads - Ranking Order,T_sub focused
