chord_label,normalized_value,subharmonic_method,clean_subharmonic_method,periods_considered,ground_truth_type,method_focus
CM,0.4120232349453249,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.8036680599485618,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.3228702366505666,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.6971481201058733,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.3763976149736852,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.5160474815191918,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.7653849440533794,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.5312255221168257,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.2802976695860678,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.5656278797067031,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.2056786731180867,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,13,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,13,Triads - Ranking Order,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,13,Triads - Ranking Order,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,13,Triads - Ranking Order,T_sub focused
CM,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Cm,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
FM2nd,0.9334424058461168,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.3210381604850241,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
G#M1st,0.0029707904928858,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Csus2,0.2437966868764175,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Csus4,0.2111217065605803,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Fm2nd,0.6692157834596034,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Adim1st,0.3261269449754898,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Am1st,0.4208044622463667,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.3852145325979086,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
Cdim,0.6038356140054686,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
CAug,0.3451117343607255,Smallest_delta_t_and_choose_top_3_delta_t,Method B,14,Triads - Ranking Order,Delta_t focused
CM,0.8829961260271522,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Cm,0.1041345086879388,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
FM2nd,0.804433751089991,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
G#M1st,0.0580693042690134,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Csus2,0.3277939602207211,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Csus4,0.4217254364362652,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Fm2nd,0.2877550760989167,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Adim1st,0.0875787392976312,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Am1st,0.335091841842892,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.2317308177383945,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
Cdim,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
CAug,0.2760911921982967,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,14,Triads - Ranking Order,Delta_t focused
CM,0.042037738002972,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Cm,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
FM2nd,0.1996818714365879,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.4177560231752428,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
G#M1st,0.1737070222562942,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Csus2,0.2868329112250972,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Csus4,0.5499332251709357,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Fm2nd,0.7561980257036058,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Adim1st,0.0096430687612877,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Am1st,0.796339552474346,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.7551646647811195,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
Cdim,0.1194674932788437,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
CAug,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,14,Triads - Ranking Order,Delta_t focused
CM,0.8852527877000252,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0538380977104587,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,0.8082056506300455,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0289616033013118,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.3407588438159063,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.4328786572629065,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.3839291541466779,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0231681947385319,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.3479159706990183,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.2465484776943515,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.2900532705958072,Smallest_ratio_and_choose_top_3_ratio,Method I,14,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.8829961260271522,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.1041345086879388,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,0.804433751089991,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0580693042690134,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.3277939602207211,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.4217254364362652,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.4925494163239955,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.0875787392976312,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.2276765008433588,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.2225640060514416,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.2326186802325645,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,14,Triads - Ranking Order,Delta_t/T_sub focused
CM,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.3803092326458082,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,0.5768519036278428,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.221278887369152,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.3099601672275935,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus2,0.4746113482209759,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Csus4,0.6104382727478919,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Fm2nd,0.3696917351370586,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Adim1st,0.3550258779189782,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Am1st,0.5689779642333219,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
F#dim2nd,0.0346592267976788,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
Cdim,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
CAug,0.2723434783455379,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,14,Triads - Ranking Order,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,14,Triads - Ranking Order,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,14,Triads - Ranking Order,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,14,Triads - Ranking Order,T_sub focused
CM,0.1060968612568423,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Cm,0.0873637352571146,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
FM2nd,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.0279488439399681,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
G#M1st,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Csus2,0.0279299518883868,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Csus4,0.0182903938536078,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Fm2nd,0.0585435008145357,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Adim1st,0.0283959996591218,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Am1st,0.0367153917265721,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.0335880750527373,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
Cdim,0.0527984910296984,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
CAug,0.0300642088683036,Smallest_delta_t_and_choose_top_3_delta_t,Method B,15,Triads - Ranking Order,Delta_t focused
CM,0.0861041863804134,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Cm,0.032935173292204,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
FM2nd,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
G#M1st,0.0044195758403032,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Csus2,0.0440705851304901,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Csus4,0.054981572896084,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Fm2nd,0.021900647825223,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Adim1st,0.0163127294517852,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Am1st,0.0292483136815274,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.0176367176500996,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
Cdim,0.0761086411476356,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
CAug,0.021012925471043,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,15,Triads - Ranking Order,Delta_t focused
CM,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Cm,0.1937713613077788,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
FM2nd,0.9339083915965471,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Fsus42nd,0.275621574746538,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
G#M1st,0.0501178653951851,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Csus2,0.631650539468085,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Csus4,0.397754626836396,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Fm2nd,0.5883453584255071,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Adim1st,0.1073636115765361,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Am1st,0.6254365292630997,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
F#dim2nd,0.5873905226333426,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
Cdim,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
CAug,0.8136208127154385,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,15,Triads - Ranking Order,Delta_t focused
CM,0.0874700439305209,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Cm,0.0470663252654573,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
FM2nd,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
Fsus42nd,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
G#M1st,0.0022442183483489,Smallest_ratio_and_choose_top_3_ratio,Method I,15,Triads - Ranking Order,Delta_t/T_sub focused
