note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"C4,F4,G4",Csus4,"[[3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [5, 12, 25, 16, 19, 15, 17, 15, 20, 15, 17, 16, 15]]","[[2.0999999999999996, 14, 16, 11.2, 0, 10, 0, 0, 12.6, 0, 0, 0, 0], [0.0, 13, 15, 9.799999999999999, 0, 10, 0, 0, 12.6, 0, 0, 0, 0], [0.0, 12, 18, 12.6, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [3.5, 12, 25, 11.2, 0, 15, 0, 0, 14.0, 0, 0, 0, 0]]","[0.3214634146341463, 0.30351758793969846, 0.3597938144329897, 0.3898550724637681]",805.0,1.3746298894706026,276.79999999999995,0.7692307692307693,0.4499999999999997,0.4123330872554464,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,17
"C4,D4,G4",Csus2,"[[5, 12, 25, 16, 19, 15, 17, 15, 20, 15, 17, 16, 15], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]","[[3.5, 12, 25, 11.2, 0, 15, 0, 0, 14.0, 0, 0, 0, 0], [0.0, 13, 15, 9.799999999999999, 0, 10, 0, 0, 12.6, 0, 0, 0, 0], [0.0, 12, 18, 12.6, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [2.0999999999999996, 14, 16, 11.2, 0, 10, 0, 0, 12.6, 0, 0, 0, 0]]","[0.3898550724637681, 0.30351758793969846, 0.3597938144329897, 0.3214634146341463]",805.0,1.3746298894706026,276.79999999999995,0.7692307692307693,0.4499999999999997,0.4123330872554464,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,17
"C4,F#4,A4",F#dim2nd,"[[3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]","[[2.0999999999999996, 13, 13, 11.2, 0, 25, 0, 0, 11.899999999999999, 0, 0, 0, 0], [0.7, 11, 10, 9.799999999999999, 0, 14, 0, 0, 12.6, 0, 0, 0, 0], [0.0, 12, 18, 12.6, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [2.8, 15, 12, 16.099999999999998, 0, 16, 0, 0, 11.2, 0, 0, 0, 0]]","[0.3772277227722772, 0.3010362694300518, 0.3597938144329897, 0.3548543689320388]",795.0,1.3929121755673575,277.19999999999993,0.0,0.4642857142857132,0.5613460854408548,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,17
"C4,D#4,A4",Adim1st,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21]]","[[2.8, 15, 12, 16.099999999999998, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [0.7, 11, 10, 9.799999999999999, 0, 14, 0, 0, 12.6, 0, 0, 0, 0], [0.0, 12, 18, 12.6, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [2.0999999999999996, 13, 13, 11.2, 0, 25, 0, 0, 11.899999999999999, 0, 0, 0, 0]]","[0.3548543689320388, 0.3010362694300518, 0.3597938144329897, 0.3772277227722772]",795.0,1.3929121755673575,277.2,0.0,0.46428571428571525,0.5613460854408548,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,17
"C4,D#4,F#4",Cdim,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]","[[2.8, 15, 12, 16.099999999999998, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [2.0999999999999996, 13, 13, 11.2, 0, 25, 0, 0, 11.899999999999999, 0, 0, 0, 0], [0.0, 12, 18, 12.6, 0, 16, 0, 0, 11.2, 0, 0, 0, 0], [2.8, 15, 12, 16.099999999999998, 0, 16, 0, 0, 11.2, 0, 0, 0, 0]]","[0.3548543689320388, 0.3772277227722772, 0.3597938144329897, 0.3548543689320388]",808.0,1.4467302750693447,292.19999999999993,1.0,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,17
"C4,D#4,A4",Adim1st,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21]]",,,795.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F#4,A4",F#dim2nd,"[[3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]",,,795.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F4,A#4",Fsus42nd,"[[3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17], [3, 8, 14, 12, 14, 14, 15, 14, 25, 18, 20, 17, 19], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]",,,797.0,,,0.15384615384615385,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F4,A4",FM2nd,"[[3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15]]",,,798.0,,,0.23076923076923078,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,E4,A4",Am1st,"[[2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15], [1, 11, 10, 14, 16, 14, 18, 20, 18, 18, 20, 16, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]",,,798.0,,,0.23076923076923078,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,E4,G4",CM,"[[2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]",,,805.0,,,0.7692307692307693,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,D#4,G4",Cm,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15]]",,,805.0,,,0.7692307692307693,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F4,G4",Csus4,"[[3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [5, 12, 25, 16, 19, 15, 17, 15, 20, 15, 17, 16, 15]]",,,805.0,,,0.7692307692307693,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,D4,G4",Csus2,"[[5, 12, 25, 16, 19, 15, 17, 15, 20, 15, 17, 16, 15], [0, 13, 15, 14, 18, 10, 22, 19, 18, 18, 17, 18, 17], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]",,,805.0,,,0.7692307692307693,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,D#4,G#4",G#M1st,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [3, 11, 12, 11, 18, 15, 29, 10, 20, 17, 17, 19, 19], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]",,,806.0,,,0.8461538461538461,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F4,G#4",Fm2nd,"[[3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17], [3, 11, 12, 11, 18, 15, 29, 10, 20, 17, 17, 19, 19], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]",,,806.0,,,0.8461538461538461,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,E4,G#4",CAug,"[[2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15], [3, 11, 12, 11, 18, 15, 29, 10, 20, 17, 17, 19, 19], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15]]",,,807.0,,,0.9230769230769231,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,D#4,F#4",Cdim,"[[4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14], [3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21], [0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16], [4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]",,,808.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,17
"C4,F4,A#4",Fsus42nd,"[[1, 22], [1, 21], [6, 22], [1, 22]]",,,96.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,F4,G4",Csus4,"[[1, 22], [0, 18], [6, 22], [1, 32]]",,,102.0,,,0.18181818181818182,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,D4,G4",Csus2,"[[1, 32], [0, 18], [6, 22], [1, 22]]",,,102.0,,,0.18181818181818182,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,F4,A4",FM2nd,"[[1, 22], [0, 22], [6, 22], [5, 27]]",,,105.0,,,0.2727272727272727,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,E4,A4",Am1st,"[[5, 27], [0, 22], [6, 22], [1, 22]]",,,105.0,,,0.2727272727272727,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,E4,G4",CM,"[[5, 27], [0, 18], [6, 22], [0, 35]]",,,113.0,,,0.5151515151515151,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,D#4,G#4",G#M1st,"[[0, 35], [6, 21], [6, 22], [1, 22]]",,,113.0,,,0.5151515151515151,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,D#4,G4",Cm,"[[0, 35], [0, 18], [6, 22], [5, 27]]",,,113.0,,,0.5151515151515151,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,F4,G#4",Fm2nd,"[[1, 22], [6, 21], [6, 22], [0, 35]]",,,113.0,,,0.5151515151515151,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,D#4,A4",Adim1st,"[[0, 35], [0, 22], [6, 22], [10, 21]]",,,116.0,,,0.6060606060606061,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,F#4,A4",F#dim2nd,"[[10, 21], [0, 22], [6, 22], [0, 35]]",,,116.0,,,0.6060606060606061,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,E4,G#4",CAug,"[[5, 27], [6, 21], [6, 22], [5, 27]]",,,119.0,,,0.696969696969697,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,D#4,F#4",Cdim,"[[0, 35], [10, 21], [6, 22], [0, 35]]",,,129.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,18
"C4,F4,A4",FM2nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]","[[0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0], [0.175, 1.8359023329611566, 2.0853054298642535, 2.520913101604278, 0.0, 2.330291179408827, 0.0, 0.0, 2.6073361785273548, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0]]","[0.2409981382132043, 0.25838694888752706, 0.2553366292064977, 0.2579976983065256]",203.93739055062585,1.0127194146137546,51.60634129106188,0.1940520919619685,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,E4,A4",Am1st,"[[0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]","[[0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0], [0.175, 1.8359023329611566, 2.0853054298642535, 2.520913101604278, 0.0, 2.330291179408827, 0.0, 0.0, 2.6073361785273548, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0]]","[0.2579976983065256, 0.25838694888752706, 0.2553366292064977, 0.2409981382132043]",203.93739055062585,1.0127194146137546,51.60634129106188,0.1940520919619685,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,F4,A#4",Fsus42nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.5493506493506493, 1.3802262443438915, 3.420123112181936, 2.4289417935006172, 2.7609472880061117, 2.6133955750132225, 2.6731483222659698, 2.7749340365516844, 7.433453752130221, 3.7182992007992013, 4.616863871422694, 4.8099100899100895, 5.179940794499617], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]","[[0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0], [0.38454545454545447, 1.3802262443438915, 3.420123112181936, 1.7002592554504319, 0.0, 2.6133955750132225, 0.0, 0.0, 5.203417626491155, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0]]","[0.2409981382132043, 0.33142744524980905, 0.2553366292064977, 0.2409981382132043]",201.766421225833,1.0687603508827153,53.40165748956926,0.0,0.12232560009493183,0.2380925787070554,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,E4,G#4",CAug,"[[0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934], [0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]","[[0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0], [0.2610407239819004, 2.5983823529411763, 2.155545190104014, 1.382331447963801, 0.0, 2.577330904389728, 0.0, 0.0, 3.1278361785273545, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0]]","[0.2579976983065256, 0.2422277834025427, 0.2553366292064977, 0.2579976983065256]",210.99350693424222,1.0135598092220917,53.50596271375683,0.8247630512236928,0.1294325371082495,0.003570456397626306,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,D#4,G#4",G#M1st,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]","[[0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0], [0.2610407239819004, 2.5983823529411763, 2.155545190104014, 1.382331447963801, 0.0, 2.577330904389728, 0.0, 0.0, 3.1278361785273545, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0]]","[0.3065086613571641, 0.2422277834025427, 0.2553366292064977, 0.2409981382132043]",209.6043892871834,1.0450712121794088,54.89549096491744,0.7005967710673526,0.2241093841803139,0.13744814810457665,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,F4,G#4",Fm2nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]","[[0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0], [0.2610407239819004, 2.5983823529411763, 2.155545190104014, 1.382331447963801, 0.0, 2.577330904389728, 0.0, 0.0, 3.1278361785273545, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0]]","[0.2409981382132043, 0.2422277834025427, 0.2553366292064977, 0.3065086613571641]",209.6043892871834,1.0450712121794088,54.89549096491744,0.7005967710673526,0.2241093841803139,0.13744814810457665,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,D#4,G4",Cm,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]","[[0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0], [0.0, 2.1602462243638714, 2.903440530058177, 1.7886316330728096, 0.0, 1.3833955750132219, 0.0, 0.0, 2.695427087618264, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0]]","[0.3065086613571641, 0.22255562556543834, 0.2553366292064977, 0.2579976983065256]",210.56939604513133,1.0423986144356256,55.07606806428865,0.786853899622174,0.23641317894490732,0.12609348968827128,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
