,correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered
31,-0.13025016877534695,"[0.2803051100268515, 0.1890629189069793, 0.0, 1.0, 0.0268992374950894, 0.1986512234026675, 0.1660229448897066, 0.9624062281527944, 0.2239920937158283, 0.0784968828420773, 0.4731570571518068, 0.1309824202500833, 0.0074489406144614]",0.6714791510860547,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),9
32,0.2208667555539054,"[0.473314876561382, 0.2612773565552353, 0.1711919925286949, 0.5116271355262078, 0.0348580072203409, 0.0, 0.0976652124931085, 0.2402710633261391, 0.289652871920339, 0.3300020456973412, 1.0, 0.9751159596922496, 0.3465291867488604]",0.4683679923867132,Smallest_ratio_and_filter_by_smallest_t_sub,9
33,0.21546910943856354,"[0.5531625636885472, 0.3330321780078634, 0.2280639178184907, 0.5897837385498431, 0.0502855249552403, 0.0, 0.1355083195584074, 0.3092815479163501, 0.3644807282365622, 0.4080303020114422, 1.0, 0.9811046334685982, 0.4254967516910927]",0.4795797473417734,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,9
34,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,9
35,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,9
36,0.36960592246999574,"[0.0, 0.2638779686264848, 1.0, 0.3949559947247472, 0.2195209849490012, 0.2249661567089923, 0.4667546923171566, 0.6563115321412669, 0.8464516485785107, 0.6932014956286202, 0.6553618760178839, 0.0711577529493392, 0.6204488558607705]",0.21388266967227598,Smallest_delta_t_and_choose_top_3_t_sub,10
37,0.10772304580188127,"[0.0957271460285403, 0.0645669771951598, 0.0, 0.3415105276509953, 0.0091863727903574, 0.0678414841227607, 0.3482601503979159, 1.0, 0.0764956581145437, 0.0268075118783561, 0.3590303695012868, 0.2123508044020137, 0.0686239987152271]",0.7261232364697183,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),10
38,0.6793747582631027,"[0.0929000181166258, 0.3212102941401022, 0.0263927624273215, 0.0746823088206033, 0.3393724024818051, 0.0, 0.0205845758775666, 0.936326051507498, 0.4937563987605179, 1.0, 0.9346868968602834, 0.9074163738335068, 0.8744252528506918]",0.010647181425590197,Smallest_ratio_and_filter_by_smallest_t_sub,10
39,0.6710129028289978,"[0.1195794914487427, 0.380973576496148, 0.0349369577668586, 0.0968480401486752, 0.4002019593650214, 0.0, 0.0273182897051912, 0.9486668217227552, 0.556306441662288, 1.0, 0.9473309808147392, 0.9249975002526838, 0.8976978720174579]",0.01204607926671093,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,10
40,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,10
41,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,10
42,0.43661009590286065,"[0.0, 0.2638779686264848, 1.0, 0.8373613481517362, 0.2691848111811136, 0.2249661567089923, 0.4667546923171566, 0.6563115321412669, 0.8464516485785107, 0.6932014956286202, 0.6553618760178839, 0.0711577529493392, 0.8803649415022285]",0.1357857505932263,Smallest_delta_t_and_choose_top_3_t_sub,11
43,0.5466699666262947,"[0.0957271460285403, 0.0645669771951598, 0.0, 0.5813400528589606, 0.2794462540359618, 0.0678414841227607, 0.3482601503979159, 1.0, 0.0764956581145437, 0.0268075118783561, 0.3590303695012868, 0.2123508044020137, 0.9517268637257508]",0.05321216576730635,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),11
44,0.2176686300211375,"[0.3025976096254493, 0.0136243369351607, 1.0, 0.3755924881335227, 0.0284501882966601, 0.0, 0.3945682038376377, 0.4486070510557235, 0.1544748842383133, 0.567724945491004, 0.5144094195129817, 0.4921483078986995, 0.4652174336445599]",0.4749959449723102,Smallest_ratio_and_filter_by_smallest_t_sub,11
45,0.2444695218636839,"[0.3525321601723847, 0.0173552117101722, 1.0, 0.4291875470913961, 0.0360530995343488, 0.0, 0.4486841693624577, 0.5032967244000749, 0.1878507893739028, 0.619303212527901, 0.5680872876500173, 0.5463699691880095, 0.5198235149248027]",0.42084352418838467,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,11
46,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,11
47,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,11
48,-0.016416995682734484,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.7703826667047955, 0.1991071487468046, 0.631650539468085, 0.5729635502787871, 0.5883453584255071, 0.7795225479684385, 0.9495712634944412, 0.8856487822461634, 0.0, 0.8136208127154385]",0.9575480482547815,Smallest_delta_t_and_choose_top_3_t_sub,12
49,0.5334989014677759,"[0.0333109566091098, 0.0, 0.2640602919464033, 0.5524426261051674, 0.2297110232398031, 0.0035005252623886, 0.727234410139129, 1.0, 0.0127520417053659, 0.2801486501671251, 0.3147883227632868, 0.1579844025216609, 0.9483948769207386]",0.06043117172832192,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),12
50,0.24321783888650347,"[0.1137967598183694, 0.5274444266653098, 1.0, 0.3755924881335227, 0.2006359661555895, 0.0, 0.3945682038376377, 0.4486070510557235, 0.7836523938847381, 0.567724945491004, 0.5144094195129817, 0.5994486883653087, 0.4652174336445599]",0.4233009023195749,Smallest_ratio_and_filter_by_smallest_t_sub,12
51,0.27022131214111117,"[0.1401619560425733, 0.58071135110092, 1.0, 0.4291875470913961, 0.2406084190063964, 0.0, 0.4486841693624577, 0.5032967244000749, 0.8164384625568311, 0.619303212527901, 0.5680872876500173, 0.6492664784279394, 0.5198235149248027]",0.37190900361721047,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,12
52,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,12
53,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,12
54,-0.19203697326480282,"[1.0, 0.0, 0.4120838916731795, 0.3210381604850241, 0.0029707904928858, 0.2437966868764175, 0.2111217065605803, 0.3901992764807241, 0.3261269449754898, 0.4208044622463667, 0.3852145325979086, 0.4845217367367282, 0.3451117343607255]",0.5296592196878531,Smallest_delta_t_and_choose_top_3_t_sub,13
55,0.5713215853793117,"[0.0527887103840999, 0.0, 0.2507496592579717, 0.5245953461399883, 0.2181318530726755, 0.3601892061418581, 0.6905763043694251, 0.9495924487914552, 0.0121092425100892, 1.0, 0.9482948102159564, 0.1500207956613989, 0.9005886135964352]",0.04138901014272961,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),13
56,-0.3033775415619421,"[0.4120232349453249, 0.8036680599485618, 1.0, 0.3228702366505666, 0.6971481201058733, 0.0, 0.3763976149736852, 0.5160474815191918, 0.7653849440533794, 0.5312255221168257, 0.2802976695860678, 0.5656278797067031, 0.2056786731180867]",0.31362848256438813,Smallest_ratio_and_filter_by_smallest_t_sub,13
57,-0.2984254126493864,"[0.4600737384348886, 0.8308527868709497, 1.0, 0.3678510678891825, 0.7348391286144016, 0.0, 0.4236282345736473, 0.56362332894188, 0.7967139131600225, 0.5783955545604763, 0.3225666825969904, 0.6115785141205659, 0.2410685591711921]",0.3219862967267132,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,13
58,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,13
59,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,13
60,-0.19193037894558002,"[1.0, 0.0, 0.9334424058461168, 0.3210381604850241, 0.0029707904928858, 0.2437966868764175, 0.2111217065605803, 0.6692157834596034, 0.3261269449754898, 0.4208044622463667, 0.3852145325979086, 0.6038356140054686, 0.3451117343607255]",0.5298920934660026,Smallest_delta_t_and_choose_top_3_t_sub,14
61,0.6765346817117206,"[0.042037738002972, 0.0, 0.1996818714365879, 0.4177560231752428, 0.1737070222562942, 0.2868329112250972, 0.5499332251709357, 0.7561980257036058, 0.0096430687612877, 0.796339552474346, 0.7551646647811195, 0.1194674932788437, 1.0]",0.011107712476382566,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),14
62,-0.5909434093266176,"[1.0, 0.3803092326458082, 0.5768519036278428, 0.221278887369152, 0.3099601672275935, 0.4746113482209759, 0.6104382727478919, 0.3696917351370586, 0.3550258779189782, 0.5689779642333219, 0.0346592267976788, 0.0, 0.2723434783455379]",0.03343723166609528,Smallest_ratio_and_filter_by_smallest_t_sub,14
63,-0.5749977311666137,"[1.0, 0.4336320073852177, 0.6275961869318006, 0.2634043626341413, 0.3599827458153194, 0.5287114782910138, 0.659213697592497, 0.422672591058656, 0.4074450785118318, 0.6201241260000386, 0.0437406427005024, 0.0, 0.3195530366133014]",0.03980465557130155,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,14
64,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,14
65,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,14
66,-0.22862788441423565,"[0.1060968612568423, 0.0873637352571146, 1.0, 0.0279488439399681, 0.0, 0.0279299518883868, 0.0182903938536078, 0.0585435008145357, 0.0283959996591218, 0.0367153917265721, 0.0335880750527373, 0.0527984910296984, 0.0300642088683036]",0.45246781637305966,Smallest_delta_t_and_choose_top_3_t_sub,15
67,-0.06054445540432887,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.275621574746538, 0.0501178653951851, 0.631650539468085, 0.397754626836396, 0.5883453584255071, 0.1073636115765361, 0.6254365292630997, 0.5873905226333426, 0.0, 0.8136208127154385]",0.8442354577024843,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),15
68,-0.41810211533612907,"[1.0, 0.2874526454727237, 0.513445943481517, 0.3372397267495216, 0.1298278548229948, 0.395885313053529, 0.8451417036440753, 0.2852800090320396, 0.0, 0.6930132781965331, 0.4954146150183305, 0.3903542674882741, 0.2184133481844646]",0.15510781107619076,Smallest_ratio_and_filter_by_smallest_t_sub,15
69,-0.4045461494658593,"[1.0, 0.3262259744718398, 0.556973523354349, 0.378746379461355, 0.1526442193816242, 0.4393363173807442, 0.8656563046664971, 0.3239104315669119, 0.0, 0.7279476485508904, 0.5392431272991182, 0.4336785359964913, 0.2516319467112312]",0.17033742281205605,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,15
70,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,15
71,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,15
72,-0.2487603376090466,"[0.089442404203327, 0.0703602582383274, 1.0, 0.0420372137556353, 0.0800498872697152, 0.0098191542330101, 0.0, 0.0410030692466559, 0.0102938850167542, 0.0187682770522027, 0.0155826948247752, 0.0351510232354238, 0.0119931749073056]",0.4124742140951768,Smallest_delta_t_and_choose_top_3_t_sub,16
73,-0.07964297917211557,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.3255643206782, 0.1491724432311621, 0.631650539468085, 0.397754626836396, 0.5883453584255071, 0.1073636115765361, 0.6254365292630997, 0.5873905226333426, 0.0, 0.8136208127154385]",0.795918877389056,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),16
74,-0.15682557032320094,"[0.8825312487964492, 0.0313973222480377, 0.8036567315510196, 0.1290403084322692, 0.0059308148358551, 0.3251231658989288, 0.4194278485994911, 0.0993328938086491, 0.0, 0.3324500433046008, 0.2286783474418377, 1.0, 0.273214973570438]",0.6088936899301,Smallest_ratio_and_filter_by_smallest_t_sub,16
75,-0.13736135416369166,"[0.9032559803200584, 0.0406452102627905, 0.8361494308962253, 0.1610912344039775, 0.0077560180453633, 0.3810597229657437, 0.4786110540731322, 0.1253320531149639, 0.0, 0.3888095828086328, 0.276078287727645, 1.0, 0.3252654648715663]",0.6545198871118004,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,16
76,-0.06633914619856174,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.8295149527096172,Smallest_t_sub_and_choose_top_3_delta_t,16
77,-0.025799851432386667,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.9333249715181471,Smallest_t_sub_and_filter_by_smallest_delta_t,16
78,-0.23969316489240333,"[0.089442404203327, 0.0703602582383274, 1.0, 0.0420372137556353, 0.0800498872697152, 0.0098191542330101, 0.0, 0.0410030692466559, 0.0707862876153184, 0.0187682770522027, 0.0486063038318088, 0.0351510232354238, 0.0119931749073056]",0.4302591881808169,Smallest_delta_t_and_choose_top_3_t_sub,17
79,0.12440670553652582,"[0.9330864416088436, 0.0903233396820744, 0.8639998745529112, 0.2280885317388727, 0.0959009197350847, 0.5480451281986953, 0.3035501606455454, 0.5027775614645945, 0.0, 0.5415495284836407, 0.5017794570368722, 1.0, 0.7382614323344083]",0.6855234687345073,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),17
80,-0.2628836255773103,"[0.8852527877000252, 0.6073902043406474, 0.8082056506300455, 0.0, 0.0289616033013118, 0.3407588438159063, 0.4328786572629065, 0.3839291541466779, 0.0231681947385319, 0.3479159706990183, 0.2465484776943515, 1.0, 0.2900532705958072]",0.3855328386284322,Smallest_ratio_and_filter_by_smallest_t_sub,17
